pair,signal_bar_time,lookup_date,d1_row_date_full,d1_row_date_trunc,feature,full_pipeline_value,truncated_pipeline_value,match
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_ret_5d_atr,-1.11240292,-1.11240292,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_rsi_14,28.99156512,28.99156512,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_close_above_kijun,0,0,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_bars_since_swing_high,15,15,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_bars_since_swing_low,32,32,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_trend_state,0,0,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_pos_in_20d_range,0.05838787461,0.05838787461,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_ret_5d_atr,-2.267027227,-2.267027227,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_rsi_14,30.5523079,30.5523079,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_close_above_kijun,0,0,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_bars_since_swing_high,52,52,1
CAD_JPY,2023-01-04 08:00:00,2023-01-03,2023-01-03,2023-01-03,d1_bars_since_swing_low,73,73,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_trend_state,0,0,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_pos_in_20d_range,0.796388102,0.796388102,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_ret_5d_atr,1.025871232,1.025871232,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_rsi_14,68.03840203,68.03840203,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_close_above_kijun,1,1,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_bars_since_swing_high,33,33,1
CHF_JPY,2021-05-05 00:00:00,2021-05-04,2021-05-04,2021-05-04,d1_bars_since_swing_low,29,29,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_trend_state,0,0,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_pos_in_20d_range,0.39375,0.39375,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_ret_5d_atr,-0.352997541,-0.352997541,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_rsi_14,39.10901587,39.10901587,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_close_above_kijun,0,0,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_bars_since_swing_high,28,28,1
EUR_CHF,2024-12-12 16:00:00,2024-12-11,2024-12-11,2024-12-11,d1_bars_since_swing_low,13,13,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_trend_state,1,1,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_pos_in_20d_range,0.1240762349,0.1240762349,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_ret_5d_atr,-0.07474100447,-0.07474100447,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_rsi_14,37.34122255,37.34122255,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_close_above_kijun,0,0,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_bars_since_swing_high,24,24,1
USD_CAD,2025-05-06 00:00:00,2025-05-05,2025-05-05,2025-05-05,d1_bars_since_swing_low,56,56,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_trend_state,0,0,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_pos_in_20d_range,0.2250165453,0.2250165453,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_ret_5d_atr,-0.480411481,-0.480411481,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_rsi_14,44.05087945,44.05087945,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_close_above_kijun,0,0,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_bars_since_swing_high,20,20,1
NZD_USD,2024-07-11 12:00:00,2024-07-10,2024-07-10,2024-07-10,d1_bars_since_swing_low,58,58,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_trend_state,1,1,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_pos_in_20d_range,0.9547237077,0.9547237077,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_ret_5d_atr,1.391742838,1.391742838,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_rsi_14,64.41225222,64.41225222,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_close_above_kijun,1,1,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_bars_since_swing_high,15,15,1
AUD_USD,2025-02-17 00:00:00,2025-02-16,2025-02-14,2025-02-14,d1_bars_since_swing_low,24,24,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_trend_state,0,0,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_pos_in_20d_range,0.3696377502,0.3696377502,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_ret_5d_atr,-1.572525161,-1.572525161,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_rsi_14,47.48050339,47.48050339,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_close_above_kijun,1,1,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_bars_since_swing_high,62,62,1
EUR_JPY,2023-03-14 08:00:00,2023-03-13,2023-03-13,2023-03-13,d1_bars_since_swing_low,21,21,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_trend_state,1,1,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_pos_in_20d_range,0.5705521472,0.5705521472,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_ret_5d_atr,-1.114958183,-1.114958183,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_rsi_14,47.82241291,47.82241291,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_close_above_kijun,1,1,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_high,33,33,1
GBP_USD,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_low,17,17,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_trend_state,1,1,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_pos_in_20d_range,0.7925432202,0.7925432202,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_ret_5d_atr,-0.01720821344,-0.01720821344,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_rsi_14,50.92409201,50.92409201,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_close_above_kijun,1,1,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_bars_since_swing_high,31,31,1
GBP_JPY,2020-10-15 00:00:00,2020-10-14,2020-10-14,2020-10-14,d1_bars_since_swing_low,16,16,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_trend_state,1,1,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_pos_in_20d_range,0.288624052,0.288624052,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_ret_5d_atr,-0.7304748078,-0.7304748078,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_rsi_14,41.02459614,41.02459614,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_close_above_kijun,0,0,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_bars_since_swing_high,30,30,1
USD_CAD,2020-11-12 04:00:00,2020-11-11,2020-11-11,2020-11-11,d1_bars_since_swing_low,15,15,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_trend_state,1,1,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_pos_in_20d_range,0.8954090438,0.8954090438,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_ret_5d_atr,0.05048248027,0.05048248027,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_rsi_14,55.55346106,55.55346106,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_close_above_kijun,1,1,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_bars_since_swing_high,36,36,1
CHF_JPY,2020-10-20 00:00:00,2020-10-19,2020-10-19,2020-10-19,d1_bars_since_swing_low,15,15,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_trend_state,1,1,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_pos_in_20d_range,0.3723875871,0.3723875871,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_ret_5d_atr,-0.2172566777,-0.2172566777,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_rsi_14,46.25876866,46.25876866,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_close_above_kijun,0,0,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_bars_since_swing_high,12,12,1
CAD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_bars_since_swing_low,23,23,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_trend_state,0,0,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_pos_in_20d_range,0.2025751073,0.2025751073,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_ret_5d_atr,-0.6326239421,-0.6326239421,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_rsi_14,40.80774268,40.80774268,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_close_above_kijun,0,0,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_high,12,12,1
EUR_CAD,2020-10-19 20:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_low,31,31,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_trend_state,0,0,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_pos_in_20d_range,0,0,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_ret_5d_atr,-2.636635359,-2.636635359,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_rsi_14,36.24272395,36.24272395,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_close_above_kijun,0,0,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_bars_since_swing_high,14,14,1
NZD_CAD,2020-10-09 12:00:00,2020-10-08,2020-10-08,2020-10-08,d1_bars_since_swing_low,35,35,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_trend_state,1,1,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_pos_in_20d_range,1,1,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_ret_5d_atr,0.9094225066,0.9094225066,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_rsi_14,57.83332835,57.83332835,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_close_above_kijun,1,1,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_bars_since_swing_high,28,28,1
GBP_USD,2020-10-12 04:00:00,2020-10-11,2020-10-09,2020-10-09,d1_bars_since_swing_low,12,12,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_trend_state,0,0,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_pos_in_20d_range,0.03946838502,0.03946838502,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_ret_5d_atr,-1.542451038,-1.542451038,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_rsi_14,32.12996838,32.12996838,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_close_above_kijun,0,0,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_bars_since_swing_high,11,11,1
AUD_NZD,2020-11-24 16:00:00,2020-11-23,2020-11-23,2020-11-23,d1_bars_since_swing_low,41,41,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_trend_state,0,0,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_pos_in_20d_range,0.2093944539,0.2093944539,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_ret_5d_atr,-1.402995128,-1.402995128,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_rsi_14,39.39771454,39.39771454,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_close_above_kijun,0,0,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_bars_since_swing_high,11,11,1
USD_JPY,2020-10-26 00:00:00,2020-10-25,2020-10-23,2020-10-23,d1_bars_since_swing_low,24,24,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_trend_state,0,0,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_pos_in_20d_range,0.4636209814,0.4636209814,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_ret_5d_atr,-0.7658932909,-0.7658932909,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_rsi_14,48.60293863,48.60293863,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_close_above_kijun,1,1,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_bars_since_swing_high,29,29,1
NZD_USD,2020-10-30 00:00:00,2020-10-29,2020-10-29,2020-10-29,d1_bars_since_swing_low,25,25,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_trend_state,0,0,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_pos_in_20d_range,0.1170671596,0.1170671596,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_ret_5d_atr,-0.9453670784,-0.9453670784,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_rsi_14,34.44107666,34.44107666,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_close_above_kijun,0,0,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_bars_since_swing_high,19,19,1
EUR_NZD,2020-11-17 08:00:00,2020-11-16,2020-11-16,2020-11-16,d1_bars_since_swing_low,41,41,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_trend_state,1,1,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_pos_in_20d_range,0.2759117083,0.2759117083,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_ret_5d_atr,-0.5281575077,-0.5281575077,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_rsi_14,41.01899175,41.01899175,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_close_above_kijun,0,0,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_bars_since_swing_high,15,15,1
USD_JPY,2020-10-30 12:00:00,2020-10-29,2020-10-29,2020-10-29,d1_bars_since_swing_low,28,28,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_trend_state,1,1,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_pos_in_20d_range,0.3051663748,0.3051663748,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_ret_5d_atr,-0.1992398416,-0.1992398416,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_rsi_14,40.90046856,40.90046856,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_close_above_kijun,0,0,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_bars_since_swing_high,42,42,1
AUD_CHF,2020-11-02 08:00:00,2020-11-01,2020-10-30,2020-10-30,d1_bars_since_swing_low,26,26,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_trend_state,0,0,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_pos_in_20d_range,0.2380204242,0.2380204242,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_ret_5d_atr,-2.64731994,-2.64731994,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_rsi_14,39.70472597,39.70472597,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_close_above_kijun,0,0,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_high,34,34,1
AUD_JPY,2020-10-19 00:00:00,2020-10-18,2020-10-16,2020-10-16,d1_bars_since_swing_low,16,16,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_trend_state,1,1,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_pos_in_20d_range,0.2209802236,0.2209802236,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_ret_5d_atr,-0.8592683502,-0.8592683502,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_rsi_14,38.76393771,38.76393771,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_close_above_kijun,0,0,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_bars_since_swing_high,19,19,1
NZD_USD,2025-11-26 00:00:00,2025-11-25,2025-11-25,2025-11-25,d1_bars_since_swing_low,30,30,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_trend_state,1,1,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_pos_in_20d_range,0.245398773,0.245398773,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_ret_5d_atr,0.4148239548,0.4148239548,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_rsi_14,35.74898557,35.74898557,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_close_above_kijun,0,0,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_bars_since_swing_high,39,39,1
NZD_USD,2025-11-12 12:00:00,2025-11-11,2025-11-11,2025-11-11,d1_bars_since_swing_low,20,20,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_trend_state,1,1,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_pos_in_20d_range,0.09461538462,0.09461538462,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_ret_5d_atr,-1.78948997,-1.78948997,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_rsi_14,34.70823223,34.70823223,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_close_above_kijun,0,0,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_bars_since_swing_high,35,35,1
EUR_USD,2025-11-06 20:00:00,2025-11-05,2025-11-05,2025-11-05,d1_bars_since_swing_low,19,19,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_trend_state,1,1,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_pos_in_20d_range,0.8667148711,0.8667148711,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_ret_5d_atr,0.9315437449,0.9315437449,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_rsi_14,62.76559904,62.76559904,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_close_above_kijun,1,1,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_bars_since_swing_high,12,12,1
EUR_JPY,2025-12-09 16:00:00,2025-12-08,2025-12-08,2025-12-08,d1_bars_since_swing_low,23,23,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_trend_state,1,1,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_pos_in_20d_range,0.2764964305,0.2764964305,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_ret_5d_atr,-0.6283792306,-0.6283792306,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_rsi_14,40.45241331,40.45241331,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_close_above_kijun,0,0,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_bars_since_swing_high,48,48,1
GBP_USD,2025-11-25 08:00:00,2025-11-24,2025-11-24,2025-11-24,d1_bars_since_swing_low,13,13,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_trend_state,1,1,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_pos_in_20d_range,0.2546768707,0.2546768707,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_ret_5d_atr,-0.7598671051,-0.7598671051,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_rsi_14,40.6108099,40.6108099,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_close_above_kijun,0,0,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_bars_since_swing_high,19,19,1
NZD_CAD,2025-11-25 00:00:00,2025-11-24,2025-11-24,2025-11-24,d1_bars_since_swing_low,29,29,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_trend_state,0,0,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_pos_in_20d_range,0.1682289097,0.1682289097,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_ret_5d_atr,-2.204379063,-2.204379063,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_rsi_14,42.03678378,42.03678378,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_close_above_kijun,0,0,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_bars_since_swing_high,17,17,1
USD_CAD,2025-12-01 20:00:00,2025-11-30,2025-11-28,2025-11-28,d1_bars_since_swing_low,22,22,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_trend_state,1,1,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_pos_in_20d_range,0.4859900374,0.4859900374,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_ret_5d_atr,0.8738783679,0.8738783679,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_rsi_14,52.02775068,52.02775068,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_close_above_kijun,1,1,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_bars_since_swing_high,12,12,1
GBP_CAD,2025-12-23 00:00:00,2025-12-22,2025-12-22,2025-12-22,d1_bars_since_swing_low,22,22,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_trend_state,0,0,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_pos_in_20d_range,0.07912087912,0.07912087912,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_ret_5d_atr,-1.952417355,-1.952417355,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_rsi_14,27.02999614,27.02999614,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_close_above_kijun,0,0,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_bars_since_swing_high,24,24,1
USD_CAD,2025-12-29 08:00:00,2025-12-28,2025-12-26,2025-12-26,d1_bars_since_swing_low,41,41,1
